id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
access_tr_barcode_all,tr.barcode,model_tr_barcode,,1,1,1,0
access_tr_barcode_hr_user,tr.barcode,model_tr_barcode,base.group_user,1,0,0,0
access_tr_barcode_sale_manager,tr.barcode,model_tr_barcode,base.group_sale_manager,1,1,1,1
access_tr_barcode_partner_manager,tr.barcode,model_tr_barcode,base.group_partner_manager,1,1,1,1
access_tr_barcode_stock_manager,tr.barcode,model_tr_barcode,stock.group_stock_manager,1,1,1,1
access_tr_barcode_installer_user,tr_barcode.installer,model_tr_barcode,base.group_user,1,0,0,0
access_tr_barcode_installer_sale_manager,tr_barcode.installer,model_tr_barcode,base.group_sale_manager,1,1,1,1
access_tr_barcode_installer_partner_manager,tr_barcode.installer,model_tr_barcode,base.group_partner_manager,1,1,1,1
access_tr_barcode_installer_stock_manager,tr_barcode.installer,model_tr_barcode,stock.group_stock_manager,1,1,1,1
access_tr_barcode_wizard_user,tr.barcode.wizard,model_tr_barcode,base.group_user,1,0,0,0
access_tr_barcode_wizard_sale_manager,tr.barcode.wizard,model_tr_barcode,base.group_sale_manager,1,1,1,1
access_tr_barcode_wizard_partner_manager,tr.barcode.wizard,model_tr_barcode,base.group_partner_manager,1,1,1,1
access_tr_barcode_wizard_stock_manager,tr.barcode.wizard,model_tr_barcode,stock.group_stock_manager,1,1,1,1
